keyword,rank,count,keywords,ranks,counts
,,,"['wide adoption', 'folksonomies Knowledge Bases', 'web applications', 'Folksonomies', 'folksonomies', 'definitions', 'a perceptual user interfaces', 'folksonomy tags', 'An intelligent interactive interface design', 'applications', 'FSN', 'simple instruments', 'inquiry', 'bookmarks', 'tags', 'order', 'free personal information', 'Folksodriven', 'occurrence', 'exploitation', 'the contextual design', 'editing', 'suggestions', 'System functionalities', '-', 'maintenance', 'updating', 'co', 'assignment', 'the Folksodriven Structure Network', 'the user', 'the definitions', 'the web', 'a collective environment', 'a new\nconcept structure', 'tools', 'a hierarchical\nstructure', 'the FSN', 'a concurrent\ninteraction', 'this paper', 'Human-Computer Interactive', 'tagging', 'their diffusion', 'the ambiguity', 'their visualization', 'its internal architecture', 'the data', '""Folksodriven', 'the URI', 'the need', 'the sharing', 'a few sites', 'an object', 'the visualization,\nnavigation', 'a\nHuman-Computer Interactive (HCI) systems', 'The\nneed', 'the result', 'The downside', 'The practice', 'this base', '  The folksonomy', 'it', 'that', 'them', 'this']","[0.0971298444788073, 0.09418809505115944, 0.09325294168974857, 0.08247276217995035, 0.08247276217995035, 0.07797291840722781, 0.07400666451248233, 0.07376180326769623, 0.06920047178388551, 0.06645207665279078, 0.06601449391266369, 0.06526568473974385, 0.06367304201390137, 0.06330105430533267, 0.061935711446635025, 0.05657977226913308, 0.05612539754080198, 0.05508501757354583, 0.05179919406182151, 0.05100990581018595, 0.05092608784832299, 0.050531905457589635, 0.05052040419156806, 0.049994887329897965, 0.0491890914231164, 0.04897513211212195, 0.04764546489084715, 0.04627720138926812, 0.04322773745900206, 0.040245867483137826, 0.040215159957512646, 0.03601414834553096, 0.03383803472322342, 0.03296413626234598, 0.032960433280393, 0.032332878701612285, 0.030823515307100743, 0.030490788664714632, 0.03045098764426585, 0.03043712115887581, 0.02990080083109046, 0.029509477085516336, 0.028600937102279622, 0.028329182921882714, 0.027903892286658682, 0.027090859590622275, 0.02676966958489358, 0.02544267977952156, 0.02401819651016567, 0.023504024307591527, 0.02311261562444578, 0.022295512245572795, 0.022281812871128813, 0.02209703517737158, 0.02048471857229896, 0.017068255258529303, 0.01362984363117436, 0.012031480175418885, 0.012031480175418885, 0.012031480175418885, 0.00873707294055413, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['memorable quotes', 'movie quotes', 'common syntactic patterns', 'memorable and non-memorable quotes', 'significant interest', 'memorability information', 'memorable language', 'several key dimensions', 'new contexts', 'significant differences', 'sentence structure', 'words', 'information', 'domains', 'less common word choices', 'situational and contextual factors', 'ways', 'the quotes', 'widespread public\nawareness', 'a research question', 'the same time', 'this process', 'the information', 'the choice', 'the setting', 'the way', 'the ways', 'a scaffolding', 'a corpus', 'lexical\ndistinctiveness', 'an\nanalysis framework', 'both the speaker', 'this end', 'the\nconcept', 'Another', 'One', 'We', 'that', 'them', 'we', 'which']","[0.13678446243352707, 0.12258850002787121, 0.11083263950352551, 0.09410342370011457, 0.09358511559120009, 0.09174175992479446, 0.09155300329678065, 0.08886710883605205, 0.08425186091890968, 0.08402022742534929, 0.07709796971818868, 0.07572822614882664, 0.07430651284113789, 0.06800718140026209, 0.06669926169102873, 0.0657173095502529, 0.06427305006036606, 0.05409626290727315, 0.04757019349438842, 0.0424593949384275, 0.04243549824194665, 0.03864036003820476, 0.03432070815309867, 0.033388198922536354, 0.031082137357141184, 0.02968645020319251, 0.02968645020319251, 0.02850382187144214, 0.024685533061834988, 0.024152362322610945, 0.02249595284581544, 0.01996736251008379, 0.014765004789989752, 0.012146509997944692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3]"
,,,"['biomedical resources', 'terminological resources', 'lexical peculiarities', 'Named Entity Recognition', 'common language', 'BioNER', 'specific functionalities', 'lexical-semantic resources', 'polysemic acronyms', 'the biomedical domain use techniques', 'Information\nretrieval systems', 'information retrieval\nsystems', 'BioNLP', 'these lexical peculiarities', 'phenomena', 'Natural Language\nProcessing', 'homonymy', 'synonymy', 'Natural Language\nProcessing (BioNLP', 'Biomedicine', 'the application', 'these techniques', 'this domain', 'the elaboration', 'the incorporation', 'their interaction', 'the\napplication', 'the\ntechniques', 'the proliferation', 'the suitability', 'The main characteristics', 'the high\nrates', 'the\ntreatment', 'the\nevaluation methods', 'this paper', '  The terminology', 'some', 'that', 'we']","[0.13547312189633104, 0.13309356285154658, 0.12543945183998648, 0.11365811913511183, 0.10942081157607804, 0.10104367052260192, 0.09736617145098883, 0.0864929442884567, 0.08318599325128305, 0.08137969417286799, 0.07189093611906543, 0.07189093611906543, 0.06734666353767244, 0.06652431526828334, 0.057314304937087494, 0.056518292244665126, 0.05430517056792717, 0.05100347448224113, 0.049937874303231135, 0.0420650052197968, 0.04046754171513079, 0.04038648488793763, 0.03623134749418346, 0.0354528264411447, 0.031795378611700766, 0.030301056346773065, 0.0293868965858729, 0.029328034384282494, 0.027810604942459616, 0.025082483876625036, 0.024724379833504367, 0.02302871976190876, 0.021771991202785397, 0.020328166626349096, 0.015114703259490297, 0.010976061376288664, 0.0, 0.0, 0.0]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]"
,,,"['lexical chains', 'lexical semantics', 'Roget', 'Peter Mark Roget', 'English Words', 'WordNet', 'semantic similarity', 'other systems', 'Rogets Thesaurus', 'Phrases', 'phrases', 'designing classes', 'Penguin edition of Rogets Thesaurus of English Words', 'data structures', 'words', 'his first Thesaurus', 'English', 'computational linguists', 'an entire current edition', 'Rogets organization', 'the computerized Thesaurus', 'the lexical material', 'Computational linguists', 'Rogets', 'the Thesaurus', 'Penguin edition of Rogets Thesaurus - the first', 'a tractable system', 'Natural', 'a\nproper machine tractable version', 'Natural\nLanguage Processing', 'WordNets success', 'a large-scale electronic\nlexical database', 'semantic\nsimilarity', 'a machine-tractable version', 'the first implementation', 'the 1987 Penguin edition', 'detail', '  WordNet', 'the English language', 'statistical\ntechniques', 'a similar resource', 'the Thesaurus.', 'students', 'an excellent resource', 'a machine-readable file', 'orators', 'a text', 'ways', 'an implementation', 'Computational', 'the principles', 'its kind', 'an alternative', 'the results', 'well-known benchmarks', 'a format', '150 years ago', 'almost 50 years', 'Countless\nwriters', 'two applications', 'the steps', 'The experiments', 'This dissertation', '1987', 'It', 'This', 'We', 'it', 'that', 'those', 'two', 'we', 'which']","[0.11185402092981, 0.10326572088207044, 0.10315120796126269, 0.09418470456102376, 0.07966137113472747, 0.07902766806065298, 0.07665082444839419, 0.07333194078564063, 0.072703152387289, 0.0671691096438246, 0.0671691096438246, 0.06570250783096601, 0.06453530853445692, 0.06338021599262232, 0.06114246832585215, 0.05909754103444204, 0.05831615877670663, 0.05691507217789238, 0.056035575074235316, 0.05360779268006862, 0.05329018325495362, 0.051607856690424316, 0.04919176448290164, 0.047643502146936065, 0.0473349973739342, 0.04620705006469694, 0.04614134486117406, 0.04600406547770441, 0.04467004765808499, 0.0435138475292056, 0.043308954197728, 0.042224691664374814, 0.040650238313249355, 0.04041195803508895, 0.038536465184760164, 0.03841529554596371, 0.03752636370852497, 0.036501316342597116, 0.03604746249520679, 0.03576059113980825, 0.03471638330936919, 0.034373935597878554, 0.03315502096070593, 0.03177972406297818, 0.03014835325776398, 0.02926692264411066, 0.025759692294625998, 0.024367051460891204, 0.022968876030220194, 0.022805079716641228, 0.022688319594926315, 0.021426372011450767, 0.020256075464112597, 0.020240594302298666, 0.020006328780695224, 0.019505957550046474, 0.019313895100063507, 0.019313895100063507, 0.01723010732551774, 0.011932563695819527, 0.0112546589762424, 0.010533215130634951, 0.010533215130634951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[2, 1, 4, 2, 1, 8, 1, 1, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 2, 4, 2, 1, 1, 1, 1]"
,,,"['contextual error correction', 'low error detection', 'correction rate', 'text articles', 'correction suggestions', 'computer text', 'electronic text', 'words', 'a remarkable spelling error correction rate', 'misspellings', '-word and real-word errors', 'the error detection rate', 'distributed machines', 'the error correction', 'algorithm', 'The error detection', 'special acronyms', 'terminologies', 'technical jargons', 'large vocabulary', 'proper names', 'all errors', 'Yahoo', 'suggestions', 'rich real-world word\nstatistics', 'algorithms', 'incorrectly spelled words', 'a text', 'the text', 'vocabulary', 'the proposed algorithm', 'domain-specific terms', 'message-passing systems', '-', 'a radical reduction', 'a new\nparallel shared-memory spell-checking algorithm', 'data', 'a parallel fashion', 'spell-checkers', 'both non', 'N-Grams Dataset', 'Experiments', 'the candidates', 'a spell-checker', 'traditional\ndictionaries', 'a further study', 'the larger the\ndictionary', 'a set', 'the process', '  Spell-checking', 'three\nsub', 'This paper', 'a result', 'that', 'they', 'three']","[0.14386405946139819, 0.12455554123450044, 0.11964308418514327, 0.11379971805755601, 0.10872585847222144, 0.10621912056184282, 0.10621912056184282, 0.10171841130355257, 0.09940669988918191, 0.09363407601750666, 0.08171806465971321, 0.0814941638432376, 0.08131313542064811, 0.07971729096111693, 0.07739473054177286, 0.0698277223796722, 0.06937310747220736, 0.06876804898178268, 0.06520887912969259, 0.058802459446759034, 0.05871677410112541, 0.05701122857411383, 0.056201551187029596, 0.05581468252767721, 0.055659339308994624, 0.05491117907066226, 0.0547742031377603, 0.0476448545900488, 0.0476448545900488, 0.04607199901079751, 0.04169381794063895, 0.04134928402086559, 0.041310608760519014, 0.03794699942912126, 0.03497042404429542, 0.03460575854192832, 0.03381542119987837, 0.031490104169985246, 0.02929633826941766, 0.023386423148973767, 0.022638334985425175, 0.022342094786677764, 0.021724300872658517, 0.021262542249494767, 0.018642740479782437, 0.016880274209901156, 0.015190783794769533, 0.013243300869842017, 0.013243300869842017, 0.012251276602228236, 0.011584879277607627, 0.010319371551478836, 0.010319371551478836, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1]"
,,,"['words', 'low printing quality', 'OCR', 'OCR systems', 'digital format', 'Paper books', 'dictionary-based error correction', '-', 'books', 'electronic computers', 'the\nOCR error correction rate', 'word\nand real-word OCR errors', 'information', 'documents', 'a post-processing OCR\ncontext-sensitive error correction method', 'Google', 'The error detection', 'paper-based books', 'different languages', 'spell-check OCR\ntext', 'The Google data set', 'digital\ne', 'Google Web 1T 5-gram data set', 'misspellings', 'candidate spellings\ngenerator', 'Google Web 1T 5-gram data', 'the recognized text', 'a very large vocabulary and word\nstatistics', 'the source\ndocument', 'Optical\nCharacter Recognition', 'parallel and distributed computing\narchitectures', 'future developments', 'a substantial improvement', 'the computing era', 'the Internet', 'the proposed algorithm', 'a need', 'the proposed solution', 'this proposed approach', 'Experiments', 'that time', 'scanned\nimages', 'This paper', 'a dictionary', '5-gram', 'three algorithms', 'a combination', 'the use', 'The core', 'The cornerstone', 'the dawn', '1', 'all', 'it', 'them', 'they', 'three', 'which']","[0.09745556967649766, 0.08830888989465477, 0.08645155231250573, 0.08643507945883991, 0.08231638054594492, 0.0806387749420231, 0.07995543181227886, 0.07676495071177841, 0.0736110506397402, 0.07271360814581465, 0.06463661308232993, 0.06422363964350179, 0.06227205754532761, 0.06127704136841055, 0.06013311416424207, 0.05610185226436034, 0.05446127619004262, 0.05401951962611393, 0.04969712570101779, 0.04884431543850638, 0.04818882539179281, 0.0427695134539234, 0.04268196320519612, 0.04097864541285708, 0.040850164638543025, 0.039168979983314055, 0.03807558250105685, 0.03473321056769071, 0.03366951855486563, 0.03328897056882116, 0.031149572279516466, 0.031125739216362733, 0.029772203882867235, 0.027030975017069598, 0.023689317715002253, 0.02296454026598689, 0.02274882837192665, 0.021999525771034305, 0.021999525771034305, 0.02184797267621175, 0.021782125092224505, 0.021183867012933004, 0.020116205080853662, 0.019749695424423376, 0.017383154371595103, 0.014735386435156112, 0.01384471879390885, 0.01384471879390885, 0.010091146324686754, 0.010091146324686754, 0.010091146324686754, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]"
,,,"['editable computer text', 'scanned text', 'OCR', 'words', 'scanned\ngraphical text', 'OCR error\ncorrection rate', 'misspellings and linguistics errors', 'the OCR output\ntext', '-word and real-word errors', 'Optical Character Recognition', 'the OCR process', 'algorithm', 'a post-processing context-based error correction', 'word\nsequences', 'terms', 'a computer', 'digital optical scanners', 'documents', 'articles', 'Googles online spelling suggestion', 'magazines', 'possible\nreplacements', 'paper-based books', 'textbooks', 'Google', 'the proposed algorithm', 'a huge collection', 'multiprocessing\nplatforms', 'imperfect', 'Future research', 'an internal database', 'The\nproposed algorithm', 'the web', 'a significant improvement', 'an\nelectronic version', 'Experiments', 'falsely identifies', 'This paper', 'a lot', 'the advent', 'this purpose', 'it', 'that', 'which']","[0.17585343903887757, 0.1607169099670776, 0.10900110065064238, 0.10324138364162029, 0.09066250130894452, 0.09039023019544987, 0.08052002618702082, 0.07684645140952377, 0.07636801400156855, 0.0663783827955092, 0.06202428367239295, 0.06113843169043253, 0.059798860019068506, 0.058192035568666776, 0.050821442018656474, 0.048284337919339775, 0.04524033961534168, 0.043853242365576396, 0.04253995863712197, 0.040517410425341405, 0.040397417771379895, 0.04001165236549075, 0.039303454661648835, 0.037896111150352726, 0.03614834787308842, 0.03568095608987304, 0.035004653102454486, 0.03499838999274989, 0.034846780463506706, 0.03313751416993117, 0.0326691829592733, 0.025896336579212142, 0.025774277321455548, 0.024788030288975187, 0.024264766515779367, 0.023260061078724473, 0.021094079256247494, 0.01782827328895728, 0.016744366796122217, 0.01074336202013497, 0.01074336202013497, 0.0, 0.0, 0.0]","[1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]"
,,,"['similarity measures', 'several NLP systems', 'noun pairs', 'semantic similarity', 'WordNet-based similarity measures', 'WordNet', 'Roget', 'human judges', 'Charles', 'Miller', 'NLP', 'ESL', 'TOEFL', 'humans', 'Resnik', 'noun', 'correlations', '30 noun pairs', 'Rogets Thesaurus', 'Goodenough', 'four words', '300 Readers Digest questions', 'the larger list', 'Readers Digest', 'a few\ntypical tests', 'Rubenstein', 'Our Rogets-based system', 'our measure', 'these measures', '65 pairs', 'Our system', 'a system', 'the questions', 'these tests', 'the\ncorrect synonym', '74.33%', '78.75%', '82.00%', 'a group', 'Charles\nlist', 'the Miller and\nCharles experiment', 'a\ncomputerized 1987 Rogets Thesaurus', '50 ESL', '80 TOEFL', 'The 30\npairs', 'the results', 'the benchmarks', '.818', '.878', '1987', '30', '300', '50', '65', '80', 'One', 'We', 'four', 'he', 'it', 'that', 'this', 'those', 'we', 'which']","[0.12519158417103746, 0.10433834716355031, 0.10005026388230268, 0.09923967099742392, 0.08783813138898056, 0.08372222682316725, 0.08177113860163594, 0.07640371423305845, 0.06853858884681815, 0.06537895863679048, 0.06340523776373037, 0.062455783967169005, 0.06146283846969551, 0.06136728599747459, 0.057725277422372975, 0.05749539563081715, 0.05355383210235465, 0.05327768347783763, 0.05068936291709824, 0.050068060849523775, 0.04666002027273205, 0.046502430513027555, 0.04519792784444789, 0.04517607773786504, 0.04481441623621214, 0.04419685823880175, 0.04364058568724255, 0.04343296851399118, 0.04343296851399118, 0.041436410934190204, 0.04001941055916507, 0.04001941055916507, 0.03857134081146348, 0.038501264936042286, 0.03730913806484513, 0.036931965295903584, 0.036931965295903584, 0.036931965295903584, 0.03666657997758231, 0.03618386772605811, 0.03458839437754801, 0.031224504042789997, 0.02884709094871531, 0.028388469068509753, 0.024660453199119792, 0.01514693210966877, 0.013370786715228561, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 3, 2, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 2]"
,,,"['semantic similarity', 'human judges', 'extracted keyphrases', 'keyphrases', 'string matching', 'Evaluation issues', 'second', 'lists', 'a terabyte-sized corpus', 'outliers', 'Extractor', 'a gold standard', 'an evaluation', 'first', 'some modest improvements', 'a simple ordering', 'a novel technique', 'the\ninformativeness', 'the corpus', 'their occurrences', 'the organization', 'the-art', 'two\ntechniques', '  This paper', 'We', 'two', 'which']","[0.16964976684193522, 0.1422745306149008, 0.1344411059778886, 0.1342089942167077, 0.12755137993743995, 0.10675290181605751, 0.06307147118449931, 0.060036397704238735, 0.05365903180577352, 0.053297782060205454, 0.05269827121352773, 0.05158112223540686, 0.04614336434848059, 0.03381205803520501, 0.03278445442362236, 0.02893992980970443, 0.02802776892824187, 0.02797041677532585, 0.027385544223478588, 0.025563597955689465, 0.020702442401742457, 0.019862244285375176, 0.014375774799828971, 0.011340909033882957, 0.0, 0.0, 0.0]","[3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]"
,,,"['text summarization', 'adequate electronic versions', 'lexical chains', 'Roget', 'many natural language\nprocessing tasks', 'cohesive regions', 'significant words', 'Rogets International Thesaurus', 'applications', 'Rogets Thesaurus', 'the necessary design decisions', 'The first lexical chains', 'The resulting lexical chains', 'the same topic', 'an electronic version', 'an electronic thesaurus', 'WordNet', 'other\nimplementations', 'a text', 'Hirst', 'Morris', 'first', 'the original algorithm', 'All applications', 'a means', 'a comparison', 'a method', 'that automation', 'a variant', 'the building', '  Morris', 'We', 'that']","[0.1195564107706076, 0.11399893936513977, 0.10564876180199317, 0.09625477259143395, 0.08741801351054784, 0.08432716141569475, 0.08361481635339686, 0.08297637444987926, 0.07620626675152682, 0.07339801203065943, 0.06900387557687003, 0.060635533851344056, 0.060635533851344056, 0.05912561322131298, 0.05890945802994452, 0.056786755495641654, 0.053457584413063856, 0.05206613395364458, 0.045064569992280194, 0.04413546440141725, 0.038959929108114646, 0.038959929108114646, 0.037775575443759014, 0.03519816689834435, 0.02460293945914964, 0.023866643393846004, 0.023451663158411767, 0.023451663158411767, 0.020385297802373917, 0.020385297802373917, 0.017994820446542985, 0.0, 0.0]","[1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]"
,,,"['WordNet', 'Rogets Thesaurus', 'Penguin edition of Rogets Thesaurus', 'a qualitative and quantitative manner', 'an electronic lexical\nknowledge base', 'the lexical material', 'Differences', 'the 1987 Penguin edition', 'The two resources', 'both\nresources', 'the possibility', 'Semantic\nrelations', 'the help', 'the steps', 'the organization', '  This paper', '1987', 'two']","[0.10759864956855537, 0.090902153607537, 0.08866146129419179, 0.08005575163728156, 0.07317463461117824, 0.06479772246263975, 0.05341027803559524, 0.05104937483026153, 0.04362090512495039, 0.04362090512495039, 0.04165998387178878, 0.040353340354557315, 0.03779219457823377, 0.03165876098845879, 0.027946274213186087, 0.017914351857713236, 0.0, 0.0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['CCCA', 'Computing', 'Communications', 'Control\nApplications', '  2011 International Conference', '2011']","[0.2795984421205809, 0.17716194788237424, 0.15638717268231964, 0.143242877861122, 0.06682186318242443, 0.0]","[1, 2, 1, 2, 1, 1]"
,,,"['semantic features', 'other relevant semantic information', 'concepts', 'model concepts', 'textual structure', 'information retrieval', 'associated\nimage features', 'direct incorporation', 'multilingual blog data', 'HDP', 'various tasks', 'strictly sparse\nconcepts', 'a standard LDA (or HDP) based topic model', 'nested beta\nprocesses', 'its content', 'their content', 'a Bayesian nonparametric model', 'the Congressional Record', 'an unknown number', 'different\ngranularities', 'The resulting model', 'a fundamental goal', 'Bayesian', 'an inherently different representation', 'the vocabulary', 'a document', 'this\nrepresentation', 'The term ""representative', 'the utility', 'this paper', 'We', 'itself', 'that', 'we']","[0.14444168398206797, 0.13724700378854107, 0.12065162608973377, 0.11932003854487146, 0.09624241684824855, 0.08699559156567685, 0.08227461522715185, 0.07874313791350444, 0.07047479732752723, 0.06753987982215143, 0.06390921484912977, 0.05338391041182716, 0.05157198355706942, 0.05109969763329145, 0.04867991432957909, 0.04867991432957909, 0.0466533376209255, 0.04567213632820983, 0.044675806365373175, 0.04270497650944133, 0.04068393271070093, 0.036643421565981625, 0.03373042837655616, 0.031266500324325916, 0.03047132348746688, 0.026281500131083175, 0.018962172639230016, 0.016327048068613632, 0.015579417522468875, 0.01375242514791477, 0.0, 0.0, 0.0, 0.0]","[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1]"
,,,"['language complexity', 'English Wikipedia', 'comparable samples', 'conceptual articles', 'vocabulary', 'Wikipedia', 'shorter sentences', 'Main', 'Simple', 'practice', 'conflict and language complexity', 'syntax', 'the simple English Wikipedia', 'editors', 'speech tags', 'controversy', 'the same level', 'a limited vocabulary', 'English texts', 'the\nmain English Wikipedia', 'the vocabulary richness', 'the language', 'statistical analysis', 'controversial and peacefully developing articles', 'longer units', 'Gunning', 'part', 'Detailed analysis', 'both samples', 'person-based (biographical)\nand object-based articles', 'words', 'the Gunning readability index', 'grams', 'English', 'the talk pages', '(Simple', 'a more simplified\nlanguage', 'the two language\nvarieties', 'this guideline', 'this conclusion', 'the effect', 'the use', 'the content', 'the topical dependence', 'the issue', 'the relation', 'this paper', 'We', 'that', 'two', 'we']","[0.12259145342438435, 0.10833522960105102, 0.10067622536726997, 0.09657366361318262, 0.09239710566071775, 0.08806103752201024, 0.08366798225217005, 0.07514872053318937, 0.07307524700147604, 0.06877080395574203, 0.06830770481573811, 0.06682165807000476, 0.06297043748341614, 0.06283920688836063, 0.05954973886284838, 0.058709537193300104, 0.05378258540170763, 0.051064970651601, 0.05023465682242932, 0.04875661630028881, 0.04823598782387137, 0.04779209616746354, 0.04564402982537109, 0.04412842166287834, 0.04369349800815857, 0.04224106046076641, 0.0419744904110832, 0.041833946634929994, 0.04064679610261555, 0.04044527234739132, 0.03975597757730156, 0.038562070621652136, 0.03721478908150866, 0.0354628019161447, 0.034029384212557454, 0.03375201082192047, 0.03292973205239622, 0.032405050328122804, 0.03118010994564782, 0.029498772142873567, 0.027393314874623122, 0.02647608501790476, 0.0211806797222073, 0.020605722889843203, 0.014270258233813555, 0.012596884248391614, 0.011119741985535316, 0.0, 0.0, 0.0, 0.0]","[3, 2, 1, 1, 1, 2, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]"
,,,"['consumer reviews', 'fictitious reviews', 'deception prevalence', 'deception', 'online\nreview communities', 'communities', 'different growth rates', 'Yelp', 'economic signaling theory', 'online\nreviews', 'each review community', 'Consumers', 'consumers', 'six\npopular online review communities', 'signaling cost', 'user-generated\nonline reviews', 'rate', 'TripAdvisor', 'Orbitz', 'Priceline', 'considerable public attention', 'Hotels.com', 'Expedia', 'producers', 'first', 'the inherent information asymmetry', 'concern', '""deceptive opinion spam', 'deceptive\nopinion spam', 'the actual prevalence', 'first-time reviewers', 'a products true, unknown quality', 'conjunction', 'a\ndeception classifier', 'e.g.,\nfiltering reviews', 'the prevalence', 'the different\nsignaling costs', '  Consumers purchase decisions', 'the reader', 'These rates', 'a growing problem', 'measures', 'the factors', 'a signal', 'e.g.,\nposting requirements', 'a generative model', 'a theoretical model', 'the potential', 'Accordingly, there has been growing concern', 'this\npractice', 'We', 'it', 'six', 'that', 'we', 'which']","[0.13683425839316926, 0.12445276742503594, 0.12043114348400415, 0.0997488685363413, 0.09331296276756726, 0.09135214623617124, 0.08526901885948535, 0.08182679788269677, 0.07996834510282913, 0.07903710002587228, 0.07728301048650037, 0.07428745409750162, 0.07428745409750162, 0.07318410962399116, 0.0714792499599319, 0.06916623533247689, 0.06684149947871339, 0.06414902638567455, 0.05939438753811192, 0.059278216914467746, 0.05717516283744761, 0.05691342543333339, 0.056119314856895516, 0.053688624262105765, 0.0490690551088999, 0.047023810299063475, 0.04696092245502789, 0.04654569075275307, 0.04654569075275307, 0.04611905689863284, 0.04467122230655479, 0.04042767109616175, 0.040274326283143584, 0.039931715149497955, 0.038855685639954576, 0.03685439772710652, 0.035911476184245686, 0.034468791510503805, 0.03284925304424919, 0.030872766173658722, 0.030359019626687123, 0.02653668850352298, 0.025920401231492796, 0.024711770802396952, 0.024540411506336606, 0.023255344784224603, 0.023255344784224603, 0.016542871971974776, 0.0143493162753714, 0.008900675908742182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 2]"
